giant,dwarf,man,woman
237.6220013,127.7099864,180.5988065,167.0546053
254.7757139,135.3952503,156.7502339,142.4151215
243.8513473,128.0178136,168.69751,161.2041967
248.8498347,109.7764795,169.0617248,139.2463179
241.5793044,124.4546129,194.5078841,152.0403305
263.572771,117.73995,160.0017286,168.1166337
257.1831818,145.258664,182.6840762,176.3407069
239.0448099,147.7265303,163.8533127,163.1542539
245.6188597,129.6822515,191.6453656,154.1560994
243.8193638,125.2762075,182.4026096,160.5728773
235.7168318,129.539625,178.2783324,158.1666412
238.052488,110.3546509,180.761862,172.4140063
238.7862762,145.5721123,187.9749477,143.7611924
259.3295687,139.7327641,169.5560753,160.1045241
256.0021314,127.9321424,171.8896941,167.4492086
249.602629,117.0108932,174.5125708,165.2261523
261.1241169,142.2212345,186.8132852,147.9089292
251.379699,133.9747804,199.4423959,166.6332226
248.6090724,127.9398627,177.6366406,174.651328
251.0754594,136.5508488,171.2282715,167.0571852
250.2853679,129.1509492,184.4440849,156.1970307
251.7603699,121.8066224,186.9056331,170.2427721
252.7711537,140.7921089,169.6762623,157.023598
253.9612446,125.021419,169.0177247,161.2739034
241.3213092,136.9360661,190.989375,150.3694404
238.9252043,128.471444,175.9874761,178.7192656
241.8733851,136.0823161,183.4241041,167.834705
230.5809801,128.6315378,176.9360387,180.3428762
240.4666088,133.9562763,176.7984527,170.2697363
237.1379091,122.9753517,179.9685989,149.1669292
252.7841187,123.7412158,174.9502961,163.7101456
254.2381224,129.4321605,175.9566616,159.4268975
265.6495792,114.8199303,175.1616296,151.6690179
261.4579403,122.2563657,201.7434178,172.4766718
248.4947124,122.6420613,177.2320836,172.2722338
226.5129167,119.5450445,178.049003,181.4790217
253.1119426,136.6904859,191.6805548,143.2488367
244.4944066,130.5842511,158.2355263,165.4970968
237.0238614,143.9465529,193.433547,141.9780126
257.1228855,139.1531222,189.3361508,154.4842198
260.5618702,122.4122325,177.1773928,155.4498968
253.8782483,117.4389112,154.0638904,171.1118579
264.3429485,117.3049389,176.2566511,146.8043662
251.6091234,121.1416407,181.2175463,161.1416914
253.102748,117.2253868,191.6518648,151.3621238
235.2146074,122.8373114,174.2147041,148.7666401
249.6913625,132.0174674,170.8278599,164.6729927
246.990814,119.9517694,176.4075923,150.9350095
242.7264733,152.6145258,197.6408889,157.3337286
243.8386464,127.6651497,190.9778879,155.8156803
250.5594203,135.8908045,176.2794944,157.8088861
241.5993959,143.1705229,182.7158449,164.5116871
248.4003882,132.4847083,185.9549514,168.5934502
246.5918857,139.8113846,167.0412143,148.8274637
249.3865117,126.6957138,183.7698529,165.9232235
255.9606056,134.2483099,181.4478032,151.1945754
238.9153983,110.3683776,173.2278398,180.3807421
249.6434602,152.9826245,186.4584576,159.2870961
245.0052392,122.0568656,186.2696627,153.4538624
254.6068083,129.771279,188.7505997,149.7106213
238.5853775,121.6887164,174.5322282,160.3820333
246.03539,134.8374593,186.4844006,169.8400055
229.096305,135.8498877,183.4205791,155.6706862
253.8841672,125.5830667,194.1119163,169.7631058
247.2088893,123.9945125,188.4527433,167.304546
259.8449376,128.2709249,177.5225042,145.5629882
249.2633284,140.0690812,181.7650304,180.1019504
238.9404104,131.5634,168.4331186,172.1131217
253.5612054,125.3374718,178.8182747,157.5050143
242.0173916,129.4623685,202.7921764,158.9189519
255.7319017,139.2944986,186.9105999,154.9946504
242.1136262,143.5759509,169.4067145,158.3314077
239.30696,122.6053458,185.0995867,153.3314586
252.6882901,128.7144891,181.2462915,172.7968367
229.264865,129.4783441,170.3158421,152.7158665
268.3482786,134.3560796,172.3062996,152.978982
259.1947925,144.6631221,161.2026585,155.3093406
237.0667746,125.5683218,170.9615023,147.1110969
245.0424757,136.071981,180.3160122,148.397513
247.7835655,124.4786706,171.6470377,153.1526983
225.0831835,141.2470257,160.1265512,162.8926428
256.0144247,121.4008422,201.7793807,169.4557436
262.9334774,132.510289,170.7649121,167.8608791
241.4210047,125.1172012,178.4242566,168.0094064
262.1972399,130.6809928,178.7797879,157.5994675
251.3864999,152.1833799,184.9067399,147.5263855
260.8237239,129.7288319,184.7841206,154.2221186
259.6828641,144.200518,183.2975533,171.7018953
240.5274882,122.1379086,163.4041171,160.0536076
244.7177222,126.0859685,173.9236184,164.2969382
250.1484683,130.9199487,168.2628629,164.7121508
232.5986224,123.1136979,183.1692952,154.8076276
242.9472276,130.2877043,167.6423375,163.7383448
253.4411922,150.8909435,188.6968873,172.7024087
261.4701415,132.183134,174.0126007,162.8027458
264.7072874,149.3909538,198.3197815,165.4881581
250.2111716,138.8196793,175.047409,165.5005379
240.2827691,124.516834,174.8446216,141.0265592
256.6829923,148.1557441,188.7208236,162.928028
230.2421458,143.3834215,177.7985974,157.5403022
251.7690427,118.8411512,179.4175045,152.0460706
240.1937533,136.6933256,183.1734286,166.2698003
255.6474752,139.1625895,184.1668241,150.9939351
246.8319172,122.1764379,191.1366595,172.2975852
261.3759175,148.3569428,180.9253822,163.1359517
240.4801924,126.0400041,180.1601381,150.3322502
251.423904,131.6949769,185.5115368,157.0234852
262.2302415,115.6105754,174.1838514,166.343427
241.5409229,127.9470788,171.1182056,156.458871
251.3849358,122.0514308,184.3568003,161.5114349
243.5414731,127.1611564,169.3284474,161.1129995
268.0914034,139.0466973,180.0089345,159.4667952
251.6793685,126.8070561,193.6868291,173.8995037
253.0274154,133.3451313,173.7599403,158.2583195
243.530821,124.2896569,158.6700245,155.1509787
229.5887364,126.6352017,184.3124606,164.4074657
250.4402388,118.1931505,181.1933769,159.6742746
239.2312878,139.656138,179.6551912,164.7166929
249.2637189,140.4093204,180.7447397,160.746049
258.0315496,145.465387,180.1587335,159.3527618
236.9260631,121.6524015,195.7885901,146.7617386
248.2679751,140.4409348,182.9591434,161.687846
255.4394314,132.8913473,186.1007928,164.0322135
242.6182927,146.7666523,177.3909036,162.2456539
250.1422036,134.7627444,167.825751,158.8584949
250.4010664,134.5962175,177.3794546,167.3338524
236.7130865,134.9490943,184.1953342,148.8550817
246.3798976,134.3711974,181.2971174,156.6556291
257.2832428,138.938701,192.2711229,165.2093256
259.0211552,136.1266649,183.6730389,147.1716274
253.0360462,131.310755,163.4211506,156.2284931
254.6415535,131.5500449,184.3438711,134.186904
255.2146201,124.4669928,163.9482813,154.4600358
245.1777626,135.1836825,191.5665944,141.3808056
256.6446673,124.414592,199.5881705,167.6051607
229.1037131,107.9514082,181.9140288,168.1639226
252.4551026,144.2947476,184.3241466,166.7153785
250.6788221,119.6472382,183.4452412,150.5470311
251.4181704,121.6607983,163.5560502,157.1521904
250.5028028,134.2357259,166.6551356,151.6761073
251.7978209,126.5749481,166.7445654,165.778761
265.3952858,130.1045093,178.2912145,163.4484712
258.0144756,128.4789472,165.3082856,162.0010325
245.1826875,129.5954361,176.5162131,165.9610058
248.1240547,112.9382954,188.3529732,152.2698335
249.4196753,112.2358497,184.9989156,158.3127865
258.3836203,117.6390118,193.6620528,162.246783
263.5571543,124.5350118,170.4590142,152.3694428
244.5756496,134.9738019,168.2383983,151.7091406
248.2804089,113.2126038,181.9864993,169.5647718
231.056826,124.8306327,184.4789721,144.1192595
249.4023205,125.8952596,189.7770681,162.4914141
246.9552029,134.9867977,159.8036056,146.7491963
253.7675951,133.2653946,189.2461715,177.714751
245.4684058,138.2894075,174.3822217,165.3751079
254.7412316,140.4688107,157.7357693,140.4086749
243.1676859,143.067794,186.8051571,165.7277358
249.6353453,125.6743606,170.6551764,158.8081792
234.2992008,124.7091501,163.761423,142.069761
240.5658309,141.2400765,180.7872118,169.3617472
256.0188763,121.1114475,192.558954,150.6582409
247.9859361,125.6038767,183.1716174,158.0159728
229.550546,150.3045314,193.506349,155.3281758
244.2311141,119.0146906,172.9317866,164.3258106
254.487599,126.5419705,174.6649813,149.2139627
248.1130604,114.3096946,185.4897364,160.7312596
252.6641379,131.6013547,156.1539008,168.8495228
254.7381574,119.4381601,175.8527204,149.864629
261.261898,124.2838843,174.246428,150.9453802
261.4714726,136.4394648,195.6125814,157.6054195
256.6819174,135.9688296,168.698922,167.5327198
233.7420841,145.3922807,178.7694255,168.7454863
244.1402956,142.0311053,169.2313469,165.5432511
263.6193401,138.1851414,198.312419,143.4769265
267.0942655,150.3955611,197.9348554,158.5933434
245.8800524,125.7567176,168.1923427,175.8260849
242.1649346,127.5810787,181.9459975,161.7542568
250.753515,123.0875277,194.6263022,161.0435958
241.0680983,143.8171642,179.9326691,172.7060809
246.198923,122.5339543,181.5692844,156.9815272
256.7892694,137.3223751,168.8602101,156.0483096
255.7991566,119.2178509,174.2053936,178.0507046
256.1861601,122.7664412,170.3685547,143.9925412
247.9924164,126.7413661,209.2349882,184.9870287
245.2124695,133.9892803,166.0562899,166.211766
247.7068734,127.7492881,176.7102674,152.9709806
269.1405802,130.5245823,170.0165836,167.5660087
238.1716954,118.2264993,195.2202219,168.0112331
235.5206179,124.6717344,173.1159289,176.80645
254.9363818,134.9972577,169.6962218,159.7113161
233.9102164,136.206165,174.3451966,155.4617237
265.4877511,110.1500758,191.371789,173.9414441
246.5142834,150.0037833,186.383328,137.9794311
257.479859,121.3873086,177.2551671,167.3496866
245.0050447,117.7488993,166.9084674,154.0967103
255.7343824,136.7271707,204.2535721,158.0085071
258.5311452,139.8805941,188.6150531,156.4358035
246.6883747,127.2029207,171.1309968,163.6119118
249.2615182,124.0798011,182.6537891,161.5051883
232.4707522,138.4108596,195.3024988,141.2353135
260.3442972,131.9462981,184.5357464,169.6272497
245.7328289,142.7496199,171.0804812,170.1171506
250.1767344,119.6512072,174.7389405,161.0958771
247.9505141,148.0520745,179.8268811,170.2544385
249.7909692,134.2934237,182.9145518,184.7461765
239.4659625,135.5614835,178.1917998,156.1253361
236.7061923,126.4968501,181.3031066,164.3904618
241.4328086,142.4228149,188.311416,163.7071724
236.6547264,135.1974261,189.8150864,168.1328401
254.4637297,125.8860447,178.8967965,157.6297004
242.6679763,139.9534425,181.710814,152.0085039
270.4602789,145.7741936,165.5911092,161.1616568
266.0739434,134.9457822,189.6155447,166.9461166
261.5249267,127.6106942,176.5874502,170.3257152
240.7786865,152.2633973,210.3442728,160.7832838
255.0954269,137.5075621,189.2744668,164.9976743
244.2318975,144.097184,183.3760512,186.6613122
240.2568852,142.6088131,176.00336,164.1523989
253.9817741,136.2330803,166.5685082,154.142632
236.8731677,114.0054199,180.1550625,162.8842649
252.2859104,126.5878972,182.8587987,166.9543918
250.74976,125.0258572,172.8803095,151.4160619
268.8264911,124.9267999,186.7596128,166.2723488
244.9873181,139.5565842,168.6603832,157.8145406
228.9519731,119.3748605,179.9033411,146.7035057
250.0862908,122.5667513,176.2105363,140.5158013
242.4384641,135.7291546,167.8638324,164.6986995
232.2469915,130.6798621,174.26234,173.1834964
247.1634643,146.3359891,187.9437189,164.6125179
247.6995781,127.5868593,201.3842956,165.2467615
259.340733,125.8506579,187.1398307,164.8062746
237.8162931,137.7540226,175.3401375,159.2994808
266.0653467,136.0983044,171.605761,150.0290298
279.6288379,129.5603401,188.4367565,141.8179541
258.2516235,137.1823415,183.993858,176.3414511
252.875806,152.6471978,193.6107642,158.6880505
235.1770462,120.313953,173.8004165,162.6793362
252.2641063,141.8776316,185.8614119,171.7228635
256.9893821,130.1632482,185.3029549,153.5545188
269.0787302,118.7453086,173.0018816,163.6956283
255.1905185,112.0949007,198.4517414,155.8036554
239.1045192,118.3735802,195.724633,156.4459642
254.8985368,136.0124682,182.6758985,140.5497515
256.7119874,126.398237,194.7597962,151.3161501
243.4691768,127.1500835,168.621334,140.0192275
231.9924194,108.6322933,196.4845089,159.1590922
252.7502957,125.5794728,182.1130051,175.0027688
243.6110391,141.6214647,192.4992348,140.1596064
246.628825,139.0576079,170.1833033,155.2246132
252.9641446,133.3266071,168.2410857,143.6486867
250.1970004,136.5627401,176.0295005,141.9736726
266.518796,132.1529071,190.1908849,162.7580104
237.2273004,126.7174766,168.8383917,170.3001254
234.7969851,132.7687902,175.6074156,149.8066755
251.6198807,136.6187479,170.7442924,157.4448904
264.0306031,125.1418861,179.9063893,165.4690894
249.3039222,134.1532426,184.9723719,176.2127641
249.7917806,119.7765637,184.2413339,162.0022278
263.170162,133.9184388,167.8182782,154.8053302
251.5136606,135.4790223,186.8751541,159.982827
244.2981566,123.0207271,182.5684907,164.1523927
232.8805119,136.8598438,157.1255993,151.7558497
246.1300527,131.7485974,199.7076728,154.2091549
237.7247936,127.774883,194.8936596,168.4336877
267.2475871,126.7988944,177.7504757,173.4131084
245.9606655,130.0178955,173.0697926,172.8445711
243.8814175,129.7069917,168.7038321,164.0231703
240.2344794,137.0902871,174.3725674,154.7499436
240.6962067,133.5669701,189.8682543,160.0534769
253.1999902,119.6682721,180.1592337,173.0555427
239.8512876,147.8496866,186.6731902,157.0223343
226.7686465,124.704357,178.4248399,143.0319503
248.8345242,140.4759776,195.828239,169.7564447
250.9356696,132.1844736,172.2563576,165.1338424
252.7487547,129.9257266,194.3657901,161.8379952
252.1528969,116.4469241,172.4297887,163.1388786
250.2051773,129.924121,187.1806155,172.7314887
234.0043922,147.464053,182.8063661,143.332729
263.3184957,112.7548711,171.4800446,153.6559999
258.3524749,130.4811782,179.6049553,165.7792678
246.4686943,138.3888251,175.8235741,155.5722799
234.6175997,127.2156164,175.1045612,165.3681461
264.4614449,129.8224549,191.7534777,162.9021749
246.5397319,134.6723887,193.3002391,150.9000691
252.4463699,129.7368763,192.5060744,169.7920995
237.7143909,143.2019238,179.9657677,158.7264781
250.2416152,113.634116,183.4022064,161.4957546
244.1171193,145.6699852,168.5554336,157.7019314
256.8150605,128.1844761,180.28525,167.6379722
251.722293,147.937673,192.8579067,172.4413658
241.1398576,122.3886477,180.3378192,162.8371346
240.9695981,129.6328555,195.6932849,164.3435169
264.0246844,113.5904306,177.2967745,156.8784767
241.1219963,138.6470213,178.6985681,148.2732796
275.2864445,136.4696852,177.0017157,156.6659055
263.6380162,119.2678195,186.4622478,168.6185749
243.9133876,123.0046866,179.2573994,150.0576834
255.8041994,146.8186939,189.1996872,165.7885675
259.6943897,129.0409256,197.0591434,158.8558059
250.5915304,124.6074649,169.1580833,154.0915074
221.3088666,130.2739366,178.7160312,147.7744606
244.9629244,134.9137918,182.2298945,160.1836555
250.6652925,153.0031064,167.6494536,162.2047468
245.9081459,129.6496699,176.0457126,159.4394383
254.2475918,118.5612495,182.1418767,159.8712951
248.739995,132.6808994,171.4026803,174.0086381
240.9869135,132.1544072,185.9459504,156.1494981
240.4176549,110.9474141,187.6549411,163.6347135
256.0765358,122.7822104,189.4588716,170.9918533
255.6299552,120.6663731,177.4027616,177.0431312
241.4954331,138.8674434,166.5964924,164.6963292
248.2127503,115.6769628,182.1325456,151.0028194
251.6084194,123.3294238,168.1694659,150.5698601
227.6619187,140.7094975,174.0014203,156.5709509
245.3965262,147.9584255,186.3988133,181.7631241
245.4303174,142.5063657,192.1356254,167.433409
244.3715426,117.7728918,183.0946849,162.9049761
249.6373214,128.3899057,182.3915992,144.4817042
246.1322352,129.7734388,167.6582227,161.3750981
244.1767225,131.8592138,177.9729502,156.1674742
245.4843552,125.7677656,180.6028477,159.2356155
253.5770259,127.2525302,180.5771882,149.7634453
235.0622835,110.8661157,184.2528444,132.0458992
252.0874442,141.442661,180.325672,167.7419413
240.1810624,127.4028581,182.4760743,158.2512022
242.2103337,120.5306562,184.053752,172.3740469
241.0761627,116.5901208,194.1882954,144.909695
264.4765361,124.9918427,184.9635782,172.7087904
250.2626364,131.9663003,178.0631263,141.4354365
228.2413129,122.4417944,175.6941234,165.3309465
248.840285,133.0327399,176.5115687,168.4036033
234.1840503,140.2488098,183.7965651,144.8628258
253.8350927,133.4668591,178.3949398,169.4626007
234.8632322,132.5437644,188.6359778,145.2206909
259.0307039,139.0720947,187.1609077,169.0591432
260.3164192,125.5694581,194.8412586,155.4810836
268.0785441,122.6940514,192.9077675,169.2612725
248.5898981,132.9837817,194.006383,168.9479597
262.5236264,116.0282705,196.0050873,171.5509376
259.6160601,139.5830413,193.5357641,146.9539059
267.0189772,126.9076117,189.5347139,147.5267733
258.9139535,126.5986464,183.9946514,165.6522457
242.8283347,129.9633552,185.8501362,165.7984106
275.7340955,124.6030107,178.929164,160.9579365
248.4476174,128.0037579,171.3887643,168.8468223
244.0125142,161.5990871,201.3949057,173.498246
253.7189011,144.8098152,188.5148779,161.8318158
228.7275427,131.3840788,174.4322638,159.4226574
235.8631397,116.5520501,171.356626,159.7320695
261.6204887,147.2697226,190.1060095,154.5750026
249.7184386,124.9714569,193.2578569,164.6733989
240.3599331,134.282774,170.9594075,167.2272008
246.8011636,133.6297373,182.417591,154.8816436
242.5292251,123.4753912,182.3918665,151.1424089
247.402449,131.0222025,178.7542819,149.5267113
253.7437503,129.3488841,185.2457285,156.2849005
268.1102815,118.4347843,184.3197477,151.8450736
245.8406596,123.7429614,178.71027,173.1255345
253.098606,119.295374,187.668446,163.0817176
248.3931091,130.1768317,180.8728605,159.536321
253.2606641,119.1530251,179.7258003,156.8235471
259.2346385,135.3970175,181.8392484,173.6314529
250.0394683,136.3497507,178.8521625,158.2015508
252.0181725,124.3819316,172.0092879,169.0356713
266.2360666,136.3592447,180.9250156,155.2780841
249.1617533,128.3952556,179.7049391,166.7562903
241.5298941,130.3590207,201.8100993,154.1283834
253.3026549,116.3604971,187.3576754,150.5013773
245.6736861,133.2829504,182.3539273,156.5345551
227.532105,118.8601333,177.9159846,153.8707437
246.1161094,129.6930491,180.1440466,154.9110516
231.2121804,125.9057572,192.8962479,160.8085289
272.9947443,136.9458329,191.6080962,164.5861269
246.4809781,131.089216,175.5140063,170.5692654
244.2659679,136.0906428,170.8958883,154.9290092
258.7512568,123.1642584,167.6420752,166.8151825
247.5774542,135.900243,193.5500418,166.5114666
244.8899645,131.0754005,182.8597413,175.3870648
250.7635407,128.9508871,168.10614,145.4627959
247.0225294,116.9036447,180.6989604,157.557364
261.1436184,107.7911207,160.147399,173.1500085
253.6882854,117.2351174,163.2385968,149.2584983
248.0498817,143.311953,180.5511829,147.4305844
263.0714287,135.1438015,174.9882631,150.2700792
231.2623252,124.81121,180.6419202,164.7854774
246.5881373,137.0210486,183.9654879,160.836585
231.4065584,132.3619622,197.4709835,153.2525097
259.3583701,125.375911,185.2725441,135.4293082
239.6011724,148.0478163,163.8245922,144.1310407
240.7366739,127.4599303,171.50293,149.77374
245.206576,133.3954485,169.159278,151.70068
256.5696622,129.0605128,175.0599522,170.2177667
243.7493195,137.8425699,183.9038566,160.5116034
230.212101,109.841827,160.5209131,150.257834
241.7960433,104.7606365,197.5792674,147.42343
232.6207509,127.006675,188.3843257,148.9600859
268.4027084,130.3167607,193.452345,147.649524
264.7634583,133.2952054,169.0952961,157.4459394
244.9223567,123.924316,186.7454105,146.7184867
249.5309195,123.8681419,168.7492977,171.0741802
263.6603043,114.559497,170.4776913,165.5584339
245.20083,133.8346055,195.4221907,136.2448538
261.7767996,139.2292133,179.8251733,150.1949411
255.8019258,123.3052889,188.3394963,150.2450058
260.7411819,134.2313847,188.2735176,137.769464
245.1953247,137.1377868,191.8580821,171.3501273
246.740572,130.0085545,179.7768071,150.2646662
265.0967654,143.9020393,189.3088852,155.0949614
247.1396998,124.5012647,162.5261656,164.5680739
249.5983455,118.0989361,182.3972346,154.6819424
238.9348863,134.0047967,189.479426,171.8248975
250.6631422,126.3424604,181.9247754,162.6417844
256.8636634,120.8051427,175.1728095,164.6415439
268.4559486,122.2634665,189.2708845,156.5204669
260.9107018,120.2200146,177.5671133,157.1511746
255.6543187,131.1452198,184.4211532,165.0255841
245.4582682,125.777925,185.398544,185.4646288
257.3239557,118.2204093,179.8801074,158.6403634
250.5988295,140.0413822,176.5142719,166.4985626
255.8521132,128.5494838,179.8329822,152.7567058
236.5365223,124.1860024,168.7124355,140.6013529
223.2439983,120.4287791,169.637775,158.7409362
256.1826361,127.5670403,177.6189439,166.7627125
237.1447769,144.3623855,172.7405863,171.8924068
252.5328886,125.1311,173.071897,159.6294822
250.3745609,113.2852719,158.6794257,132.2460257
257.0982325,130.5543548,180.6632483,169.9530423
251.0662683,125.0287114,187.2731948,157.4953189
241.3891247,132.5536167,185.9164177,147.5621722
253.3692866,145.4682771,180.5144794,151.3069287
242.8783161,130.8478682,182.1688042,164.0721502
249.5338117,148.9715765,178.492869,139.3634308
259.5557453,147.5462616,185.1581758,158.769224
254.7681919,132.019556,185.9528649,155.1339726
249.4594455,138.4941003,168.8240575,151.7303104
259.845874,127.7753649,170.5736819,163.5990352
267.76348,132.4190381,184.2862366,156.640159
242.8718683,126.0307762,178.3724457,146.7917189
252.2668942,155.1757122,186.4312793,145.6529195
239.8878759,122.5020302,173.3069036,156.1926468
263.1140443,125.4004556,190.7796802,183.7496378
241.3524241,140.3337228,174.1362374,160.8733957
257.7672958,125.7983132,182.1242586,149.8323036
258.3799107,139.7779852,191.8106701,153.3191503
270.4433948,121.5158398,191.9881415,148.0293552
253.187709,139.2216923,185.1507688,189.3644938
232.4741323,116.6692296,172.1281027,154.6715774
269.2999456,127.2617755,175.3241096,162.0854187
245.2660525,144.5155972,169.6470474,169.7029247
259.017992,138.3685463,166.986274,154.8764583
229.6899752,132.2077783,174.7853522,145.3553592
249.876494,123.3419117,185.8800597,152.8934546
278.1446675,122.5124617,193.8665914,144.1143571
256.0845966,136.3413635,180.4377088,162.4151588
249.2626532,137.548519,188.0517952,163.225198
240.1072182,144.4005799,176.5139226,140.6445517
252.9364632,135.7663153,170.4972987,146.6433288
245.3895405,149.7487641,169.3114055,147.9363571
239.6346326,130.6016412,181.7563799,177.219469
234.2393252,119.1269021,183.4224892,146.4830546
240.3876491,123.5238843,173.5845255,167.3936711
230.7428827,109.4459942,162.2680066,154.2681589
240.7593116,132.4957181,190.467555,140.0738432
237.9994163,124.841591,184.5017413,146.8872622
249.001746,131.8792543,173.9511393,163.0880175
245.0716359,123.0173085,161.4182048,159.0900363
255.1910832,128.1445337,186.4689804,161.6133862
255.9936137,128.3132197,181.2901555,167.6548102
248.3494881,106.3665704,188.0617505,162.410378
239.4482032,144.155934,164.992717,155.6656292
253.8609582,133.4417853,201.8661252,151.705612
254.9855975,150.6276265,181.8623868,143.9416328
266.1826488,135.0621495,192.8305028,165.9359401
256.4347392,119.9192995,180.8137614,166.3518157
255.8995907,130.9798348,172.6480574,159.4733536
230.7700522,135.0327174,181.818939,168.2067954
271.2625332,146.2295896,192.8655005,136.899537
265.8588339,122.0578832,179.3224582,149.4783811
258.3300781,140.250098,175.7781932,170.8335007
266.3483293,119.5233118,178.3190486,144.8642042
248.2581534,137.7914742,166.5164476,151.6988101
253.8212934,139.6441424,159.7329358,151.5497654
257.9806771,136.6109881,176.8028141,144.9458635
265.6527539,133.7592043,178.1376817,144.1870856
264.6663014,136.5520768,168.6378917,158.2049663
256.3004996,134.7318633,197.6311793,152.0492482
269.8570434,133.8008299,192.1839948,178.3938266
252.1190424,118.5717567,196.1079939,157.8739765
232.5072192,134.4700532,202.4233073,144.4527454
256.0357163,135.6910613,173.9554983,150.6197667
248.1334565,126.8755307,173.013828,149.7784183
259.1604404,140.3039697,196.3953115,158.5297762
264.2352191,154.9381674,175.0134134,157.8722321
255.2450637,110.1799991,176.9445522,153.0967221
247.4696104,149.8019323,172.8754597,147.1671832
248.6824923,134.6475238,179.5177979,165.736301
263.3634209,116.1684485,166.4476022,154.8420393
234.2206934,114.5804769,185.9955305,162.1155336
257.0684239,136.4111983,177.1574061,157.7417022
239.3003003,146.4451067,172.1417596,157.6866666
